brandName,Immune,Energy,Sleep/Calm,Cognitive/Focus,Joint/Bone,Heart/Cardio,Digestive/Gut,Men’s/Women’s,Sports/Performance,General Wellness
Best Naturals,0.45161290322580644,0.0967741935483871,0.0,0.0,0.0967741935483871,0.5483870967741935,0.16129032258064516,1.0,0.16129032258064516,0.0
Beverly International,0.375,0.21875,0.03125,0.0625,0.0625,0.09375,0.3125,0.65625,0.75,0.03125
Beyond Health,0.9,0.13333333333333333,0.0,0.03333333333333333,0.0,0.03333333333333333,0.03333333333333333,0.1,0.06666666666666667,0.0
BiOptimizers,0.2,0.13333333333333333,0.3,0.1,0.03333333333333333,0.0,0.8333333333333334,0.43333333333333335,0.13333333333333333,0.0
BioCare,0.3698630136986301,0.3561643835616438,0.1643835616438356,0.1643835616438356,0.1095890410958904,0.136986301369863,0.0547945205479452,0.3424657534246575,0.0684931506849315,0.0547945205479452
Bluebonnet,0.38235294117647056,0.16862745098039217,0.0803921568627451,0.060784313725490195,0.2,0.2372549019607843,0.11568627450980393,0.9568627450980393,0.10196078431372549,0.025490196078431372
Bluebonnet EarthSweet Chewables,0.17142857142857143,0.45714285714285713,0.2857142857142857,0.0,0.2,0.02857142857142857,0.0,1.0,0.0,0.0
Body Attack Sports Nutrition,0.325,0.225,0.025,0.2,0.025,0.0,0.025,0.125,0.625,0.0
Bronson,0.2846153846153846,0.16153846153846155,0.07692307692307693,0.08461538461538462,0.24615384615384617,0.2076923076923077,0.06923076923076923,1.0,0.18461538461538463,0.06153846153846154
Bucked Up,0.15789473684210525,0.42105263157894735,0.0,0.5,0.0,0.18421052631578946,0.0,0.8421052631578947,0.8947368421052632,0.0
BulkSupplements.com,0.16289592760180996,0.16289592760180996,0.09502262443438914,0.13574660633484162,0.11312217194570136,0.049773755656108594,0.04072398190045249,0.1583710407239819,0.23529411764705882,0.0
CATALO,0.6025641025641025,0.32051282051282054,0.23717948717948717,0.358974358974359,0.3525641025641026,0.30128205128205127,0.1987179487179487,0.4166666666666667,0.22435897435897437,0.14743589743589744
California Gold Nutrition,0.23423423423423423,0.009009009009009009,0.018018018018018018,0.04504504504504504,0.1891891891891892,0.09009009009009009,0.12612612612612611,0.6666666666666666,0.07207207207207207,0.018018018018018018
Cardiovascular Research,0.06451612903225806,0.06451612903225806,0.0967741935483871,0.0967741935483871,0.03225806451612903,0.1935483870967742,0.3548387096774194,0.25806451612903225,0.06451612903225806,0.0
Carlson,0.5477386934673367,0.1708542713567839,0.06532663316582915,0.37185929648241206,0.4020100502512563,0.49246231155778897,0.05025125628140704,0.24623115577889448,0.1658291457286432,0.22613065326633167
Carotec,0.06060606060606061,0.06060606060606061,0.0,0.06060606060606061,0.06060606060606061,0.09090909090909091,0.06060606060606061,1.0,0.030303030303030304,0.0
Cellucor,0.11764705882352941,0.6274509803921569,0.1568627450980392,0.37254901960784315,0.0196078431372549,0.17647058823529413,0.0196078431372549,0.8627450980392157,0.9215686274509803,0.0
Codeage,0.09859154929577464,0.04225352112676056,0.0,0.014084507042253521,0.08450704225352113,0.014084507042253521,0.14084507042253522,1.0,0.028169014084507043,0.08450704225352113
Cooper Complete,0.9166666666666666,0.1111111111111111,0.0,0.1111111111111111,0.0,0.05555555555555555,0.05555555555555555,0.8611111111111112,0.0,0.8888888888888888
Core Nutritionals,0.5,0.3,0.24705882352941178,0.21764705882352942,0.029411764705882353,0.9882352941176471,0.3235294117647059,1.0,0.5705882352941176,0.058823529411764705
Country Life,0.37593984962406013,0.2631578947368421,0.11278195488721804,0.12030075187969924,0.12781954887218044,0.2781954887218045,0.16541353383458646,1.0,0.09774436090225563,0.045112781954887216
DC,0.14285714285714285,0.06349206349206349,0.1111111111111111,0.015873015873015872,0.19047619047619047,0.2857142857142857,0.09523809523809523,1.0,0.06349206349206349,0.015873015873015872
DaVinci Laboratories,0.27522935779816515,0.09174311926605505,0.07339449541284404,0.0871559633027523,0.13302752293577982,0.14678899082568808,0.17889908256880735,0.9954128440366973,0.11009174311926606,0.009174311926605505
Doctor Morse's Healing Herbs,0.11904761904761904,0.9285714285714286,0.0,0.0,0.07142857142857142,0.0,0.2619047619047619,0.07142857142857142,0.35714285714285715,0.0
Doctor's Best,0.449438202247191,0.23595505617977527,0.16853932584269662,0.29213483146067415,0.2808988764044944,0.38202247191011235,0.30337078651685395,0.449438202247191,0.19101123595505617,0.12359550561797752
Double Wood Supplements,0.17391304347826086,0.08695652173913043,0.057971014492753624,0.11594202898550725,0.028985507246376812,0.10144927536231885,0.10144927536231885,0.9565217391304348,0.13043478260869565,0.014492753623188406
Douglas Laboratories,0.11290322580645161,0.08064516129032258,0.0967741935483871,0.016129032258064516,0.20967741935483872,0.04838709677419355,0.06451612903225806,1.0,0.06451612903225806,0.12903225806451613
Dr. Berg,0.14893617021276595,0.14893617021276595,0.0425531914893617,0.02127659574468085,0.02127659574468085,0.06382978723404255,0.2765957446808511,0.9574468085106383,0.1702127659574468,0.02127659574468085
Dr. Mercola,0.20476190476190476,0.09047619047619047,0.05238095238095238,0.03333333333333333,0.08095238095238096,0.02857142857142857,0.13333333333333333,0.9904761904761905,0.004761904761904762,0.023809523809523808
Dr. Morse's Cellular Botanicals,0.0,1.0,0.0,0.02127659574468085,0.0,0.0,0.0,0.06382978723404255,0.0,0.0
Dr. Rico Perez,0.022222222222222223,0.0,0.0,0.022222222222222223,0.044444444444444446,0.022222222222222223,0.022222222222222223,0.9777777777777777,0.0,0.0
Dr. Seth's Vitamin Vibrations,0.32432432432432434,0.10810810810810811,0.05405405405405406,0.05405405405405406,0.05405405405405406,0.24324324324324326,0.2702702702702703,1.0,0.1891891891891892,0.02702702702702703
Dr. Sinatra,0.26666666666666666,0.43333333333333335,0.1,0.4666666666666667,0.06666666666666667,0.9666666666666667,0.03333333333333333,1.0,0.06666666666666667,0.16666666666666666
Dymatize,0.2916666666666667,0.041666666666666664,0.10416666666666667,0.0,0.0,0.5208333333333334,0.125,0.16666666666666666,1.0,0.0
Earth Friend Herb Co.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Earthborn Elements,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Eclectic Herb,0.3393665158371041,0.004524886877828055,0.058823529411764705,0.01809954751131222,0.03167420814479638,0.06334841628959276,0.05429864253393665,0.9909502262443439,0.00904977375565611,0.03167420814479638
Emerald Labs,0.2413793103448276,0.04597701149425287,0.06896551724137931,0.011494252873563218,0.08045977011494253,0.12643678160919541,0.05747126436781609,1.0,0.04597701149425287,0.034482758620689655
Energetix,0.08333333333333333,0.020833333333333332,0.020833333333333332,0.0,0.0,0.0,0.14583333333333334,1.0,0.0,0.020833333333333332
Enzymedica,0.2962962962962963,0.6666666666666666,0.08641975308641975,0.04938271604938271,0.1111111111111111,0.14814814814814814,0.9753086419753086,0.345679012345679,0.32098765432098764,0.5679012345679012
Esmond Natural,0.9705882352941176,0.11764705882352941,0.058823529411764705,0.11764705882352941,0.029411764705882353,0.11764705882352941,0.11764705882352941,0.9705882352941176,0.08823529411764706,0.058823529411764705
EuroMedica,0.41025641025641024,0.23076923076923078,0.358974358974359,0.28205128205128205,0.10256410256410256,0.358974358974359,0.05128205128205128,1.0,0.41025641025641024,0.02564102564102564
Everyday Health,0.2222222222222222,0.08333333333333333,0.05555555555555555,0.1111111111111111,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.2777777777777778,0.19444444444444445,0.08333333333333333
Evlution Nutrition,0.5,0.37857142857142856,0.19285714285714287,0.29285714285714287,0.07857142857142857,0.18571428571428572,0.05,0.7714285714285715,0.6142857142857143,0.02857142857142857
FGO,0.08955223880597014,0.373134328358209,0.05970149253731343,0.0,0.0,0.0,0.8208955223880597,1.0,0.0,0.0
FINAFLEX,0.3888888888888889,0.5277777777777778,0.0,0.3333333333333333,0.027777777777777776,0.0,0.05555555555555555,0.8055555555555556,0.8611111111111112,0.0
FluxxLab,0.0,0.02702702702702703,0.05405405405405406,0.02702702702702703,0.0,0.0,0.0,1.0,0.05405405405405406,0.0
Foster Regal,0.16129032258064516,0.03225806451612903,0.0967741935483871,0.0,0.2903225806451613,0.06451612903225806,0.12903225806451613,1.0,0.06451612903225806,0.0
Futurebiotics,0.2753623188405797,0.13043478260869565,0.11594202898550725,0.18840579710144928,0.2028985507246377,0.2753623188405797,0.057971014492753624,1.0,0.18840579710144928,0.057971014492753624
GHOST,0.1864406779661017,0.3050847457627119,0.03389830508474576,0.05084745762711865,0.03389830508474576,0.0,0.06779661016949153,0.7796610169491526,0.711864406779661,0.0
GNC,0.40384615384615385,0.19230769230769232,0.019230769230769232,0.21153846153846154,0.40384615384615385,0.23076923076923078,0.038461538461538464,0.7115384615384616,0.07692307692307693,0.2692307692307692
GNC AMP Advanced Muscle Performance,0.8333333333333334,0.4888888888888889,0.044444444444444446,0.011111111111111112,0.0,0.45555555555555555,0.07777777777777778,0.7666666666666667,0.9333333333333333,0.18888888888888888
GNC Beyond Raw,0.8055555555555556,0.75,0.0,0.7222222222222222,0.08333333333333333,0.0,0.08333333333333333,1.0,0.8333333333333334,0.08333333333333333
GNC Mega Men,0.6326530612244898,0.5510204081632653,0.08163265306122448,0.16326530612244897,0.04081632653061224,0.42857142857142855,0.04081632653061224,1.0,0.3469387755102041,0.6938775510204082
GNC Pro Performance,0.8333333333333334,0.26666666666666666,0.0,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.0,0.36666666666666664,1.0,0.5
