product_id,cluster
281354,5
281355,5
281356,5
281357,5
281358,5
281359,5
281360,5
281361,5
281362,5
281363,5
281364,5
281365,5
281366,5
281368,5
281369,5
281370,5
281371,5
281372,5
281373,5
281374,5
281375,5
281376,5
281377,5
281378,5
281379,5
281380,5
281381,5
281382,5
281383,5
281384,5
281385,5
281394,5
281395,0
281402,5
281403,5
281404,5
281405,5
281406,5
281407,5
281408,5
281409,5
281410,5
281411,5
281412,5
281413,5
281683,0
282106,5
282108,5
282114,2
282115,5
282116,5
282117,5
282118,0
282119,5
282121,5
282122,5
282124,5
282125,5
282126,5
282127,5
282128,5
282131,0
282132,0
282133,5
282134,5
282136,0
282138,5
282139,5
282140,5
282141,5
282143,5
282144,5
282147,5
282148,5
282149,5
282150,5
282151,2
282152,2
282153,5
282154,5
282155,6
282156,5
282172,1
282177,5
282178,5
282179,5
282180,1
282181,0
282182,0
282183,5
282184,5
282185,5
282186,5
282187,5
282188,5
282189,5
282190,5
282191,4
282192,5
282193,5
282194,5
282195,5
282196,5
282197,5
282198,1
282199,5
282200,5
282201,5
282202,5
282363,5
282374,4
282376,5
282382,1
282386,5
282388,5
282391,5
282394,1
282397,3
282398,3
282399,5
282400,5
282401,3
282402,5
282403,3
282404,5
282405,5
282406,5
282407,5
282408,5
282409,0
282410,3
282411,5
282412,2
282413,5
282414,5
282415,5
282416,6
282417,4
282418,6
282419,1
282420,5
282421,5
282422,5
282423,5
282424,5
282426,5
282445,0
282446,6
282447,5
282449,7
282450,5
282454,5
282455,5
282456,5
282457,5
282458,5
282459,5
282460,5
282462,0
282463,5
282464,1
282465,5
282466,5
282467,5
282468,5
282470,5
282471,5
282473,5
282474,5
282475,5
282476,5
282477,5
282478,5
282479,5
282480,4
282481,4
282482,0
282483,4
282484,4
282488,5
282489,5
282490,6
282491,5
282492,5
282493,7
282494,4
282495,5
282496,6
282497,5
282498,5
282499,5
282503,5
282504,5
282505,5
282506,5
282507,5
282510,3
282511,1
282512,4
282513,1
282514,1
282554,1
282556,1
282559,3
282560,5
282561,0
282606,5
282611,5
282612,5
282613,5
282614,5
282615,0
282616,0
282617,0
282618,5
282619,5
282620,5
282621,2
282622,5
282623,5
282625,3
282626,3
282627,2
282628,5
282629,5
282630,5
282631,5
282632,0
282633,4
282634,4
282635,4
282636,4
282637,0
282638,3
282639,0
282640,0
282641,2
282642,3
282643,5
282644,5
282645,5
282646,5
282647,5
282648,5
282649,5
282650,2
282670,5
282690,4
282691,3
282692,3
282693,3
282694,3
282695,3
282702,3
282724,5
282725,5
282726,5
282727,3
282728,5
282757,4
282758,4
282759,5
282760,5
282796,6
282797,5
282798,5
282799,0
282800,5
282802,5
282803,5
282804,5
282805,5
282806,5
282807,5
282808,5
282810,1
282811,1
282812,1
282813,5
282814,0
282816,5
282817,5
282818,5
282819,5
282820,5
282821,5
282822,5
282823,4
282824,5
282827,5
282828,5
282829,5
282830,5
282833,1
282834,1
282835,1
282836,4
282837,4
282838,3
282839,3
282840,3
282841,5
282842,5
282843,4
282845,5
282846,5
282847,5
282848,5
282849,0
282850,5
282851,5
282852,5
282853,5
282854,5
282855,5
282856,5
282860,5
282861,5
282862,5
282863,5
282864,5
282866,5
282869,5
282870,5
282877,5
282878,0
282879,5
282880,5
282881,5
282884,5
282885,5
282888,5
282889,5
282893,5
282898,5
282931,4
282934,5
282935,5
282937,5
282938,5
282939,5
282941,5
282942,5
282944,5
282946,5
282947,5
282948,5
282949,1
282950,5
282951,6
282953,6
282955,6
282956,6
282957,6
282958,6
282959,5
282962,5
282963,5
282964,5
282965,5
282966,5
282967,5
282968,5
282969,5
282970,5
282971,5
282972,5
282973,5
282974,5
282975,5
282976,5
282977,5
282978,5
282979,5
282980,5
282981,5
282982,5
282983,5
282984,5
282985,5
282986,5
282987,5
282988,5
282989,5
282990,5
282991,5
282992,5
282993,5
282994,5
282995,5
282996,5
282997,5
282998,5
282999,5
283000,5
283001,2
283002,5
283003,0
283008,4
283009,5
283010,5
283011,4
283012,5
283015,4
283018,5
283019,4
283020,4
283023,5
283026,5
283027,5
283028,5
283029,5
283030,7
283031,5
283032,5
283033,5
283034,4
283036,5
283038,5
283039,5
283040,5
283041,4
283042,4
283043,4
283044,5
283045,4
283048,5
283049,5
283050,5
283051,1
283052,0
283053,5
283054,5
283055,5
283056,5
283057,5
283059,5
283061,0
283062,5
283063,5
283064,5
283067,5
283068,5
283069,5
283070,5
283071,5
283073,5
283074,4
283075,0
283077,5
283079,4
283080,5
283081,4
283082,4
283083,4
283084,4
283086,4
283088,5
283089,5
283091,5
283092,5
283093,5
283094,4
283095,5
283096,4
283097,5
283099,5
283100,5
283101,5
283102,0
283103,5
283104,6
283105,6
283106,6
283107,0
283108,5
283109,5
283110,0
283113,5
283114,5
283115,5
283116,5
283117,2
283118,5
283119,2
283121,5
283122,5
283123,5
283125,5
283126,5
283127,1
283128,5
283129,0
283130,5
283131,7
283132,3
283136,1
283137,1
283138,0
283139,0
283140,5
283141,0
283142,5
283143,0
283144,7
283145,5
283146,0
283148,5
283149,5
283150,6
283151,5
283153,5
283154,5
283155,0
283156,0
283157,5
283158,5
283159,4
283160,5
283161,4
283162,4
283163,0
283164,5
283165,5
283166,4
283167,5
283168,5
283169,5
283170,5
283171,5
283172,5
283173,5
283174,7
283175,5
283176,5
283177,7
283178,5
283179,0
283180,5
283181,5
283182,5
283183,5
283184,5
283185,5
283186,4
283187,4
283188,5
283189,5
283190,5
283191,5
283192,3
283193,5
283194,6
283195,5
283196,0
283197,5
283198,7
283199,5
283200,5
283201,5
283202,5
283204,5
283205,5
283206,7
283207,5
283208,5
283209,5
283210,5
283211,5
283212,5
283213,5
283214,5
283215,0
283216,5
283217,7
283218,4
283219,4
283220,5
283221,5
283223,4
283224,5
283225,5
283226,1
283227,1
283228,1
283229,1
283230,1
283231,1
283232,5
283233,0
283234,1
283235,5
283236,5
283238,5
283239,5
283240,5
283241,4
283242,5
283243,5
283244,5
283245,5
283246,5
283247,5
283248,5
283249,0
283250,5
283251,5
283252,5
283253,0
283254,0
283255,0
283256,0
283257,0
283258,2
283259,5
283261,4
283262,2
283263,4
283264,2
283265,1
283266,3
283267,5
283268,5
283269,0
283270,5
283271,2
283272,5
283273,5
283274,5
283275,5
283276,5
283277,0
283278,4
283280,0
283281,4
283283,5
283284,5
283285,5
283286,5
283287,5
283288,5
283289,5
283290,1
283291,5
283292,5
283293,4
283294,5
283295,5
283296,5
283297,1
283298,5
283299,3
283300,5
283301,5
283303,0
283304,5
283305,6
283306,5
283307,5
283308,5
283309,5
283311,0
283312,5
283313,5
283314,5
283315,5
283316,7
283317,7
283318,7
283319,7
283320,7
283321,7
283322,5
283323,5
283324,5
283325,5
283326,5
283327,5
283328,5
283329,5
283330,5
283331,5
283332,5
283333,5
283334,5
283336,2
283337,5
283338,1
283339,5
283340,5
283341,5
283342,5
283344,1
283345,5
283346,7
283347,5
283348,5
283349,5
283350,5
283351,5
283352,5
283353,7
283354,5
283355,4
283358,4
283359,4
283365,5
283368,5
283372,0
283373,5
283374,5
283375,0
283378,5
283380,0
283382,5
283383,5
283384,5
283387,4
283389,6
283397,0
283408,2
283412,5
283413,5
283414,5
283416,5
283417,5
283431,5
283441,7
283442,1
283445,5
283446,5
283451,0
283454,5
283455,5
283461,5
283465,5
283466,7
283467,7
283468,1
283469,1
283470,5
283471,5
283472,0
283473,6
283475,5
283476,5
283477,5
283478,5
283479,5
283480,4
283481,5
283484,5
283485,4
283486,5
283487,2
283488,5
283489,5
283490,7
283492,5
283493,5
283494,5
283495,2
283496,5
283497,5
283498,0
283500,4
283501,0
283502,0
283503,0
283504,0
283505,0
283506,0
283507,0
283508,0
283509,0
283510,0
283511,0
283512,0
283630,5
283631,0
283632,5
283661,6
283680,4
283685,6
283686,5
283687,5
283707,5
283709,5
283711,2
283712,6
283723,1
283734,2
283736,6
283747,5
283748,5
283909,7
283910,0
283911,7
283912,5
283913,7
283914,5
283915,5
283916,1
283917,2
283918,5
283919,3
283920,5
283921,7
283922,5
283923,0
283924,5
283926,5
283927,5
283928,5
283930,5
283932,5
283933,5
283934,5
283938,7
283940,7
283941,5
284014,3
284015,6
284016,0
284017,4
284018,7
284019,5
284020,5
284021,5
284022,5
284023,5
284024,6
284025,5
284026,7
284027,5
284028,5
284031,3
284032,5
284033,5
284034,7
284035,7
284036,7
284037,5
284038,3
284044,5
284047,5
284049,5
284052,5
284055,0
284056,6
284059,0
284101,5
284103,5
284104,5
284105,5
284106,5
284107,5
284108,5
284110,5
284112,5
284114,5
284115,5
284118,4
284120,5
284121,5
284123,5
284126,5
284127,5
284128,5
284129,5
284130,1
284131,7
284132,1
284133,1
284134,5
284135,5
284136,2
284137,7
284138,7
284139,1
284140,1
284177,5
284178,0
284179,0
284180,4
284181,5
284182,5
284188,5
284189,6
284197,5
284202,5
284205,5
284207,5
284216,5
284217,5
284219,5
284221,5
284222,5
284223,5
284225,5
284226,5
284229,5
284230,5
284231,5
284239,5
284240,5
284242,5
284244,5
284248,5
284251,5
284252,5
284255,5
284265,5
284266,5
284272,5
284273,5
284274,5
284275,5
284276,5
284278,5
284281,5
284282,5
284283,5
284284,1
284286,5
284289,5
284290,7
284291,1
284292,1
284293,7
284296,5
284298,1
284299,7
284303,5
284304,5
284305,5
284306,5
284307,1
284364,5
284366,5
284367,5
284368,5
284369,5
284371,5
284372,5
284373,5
284374,5
284375,7
284376,5
284377,5
284378,5
284379,5
284380,5
284381,5
284382,7
284383,5
284384,5
284385,5
284386,5
284548,5
284552,2
284553,2
284554,2
284556,5
284557,5
284558,5
284559,5
284563,5
284564,5
284565,5
284566,5
284567,5
284568,5
284569,2
284583,5
284584,5
284585,5
284752,5
284753,5
284756,5
284757,5
284760,5
284763,5
284765,5
284766,5
284767,5
284768,5
284769,5
284770,5
284772,5
284773,5
284774,5
284778,5
284783,5
284785,5
284789,5
284791,5
284793,5
284794,5
284795,5
284796,5
284797,5
284798,5
284801,5
284820,5
284824,5
284830,5
284836,5
284839,5
284846,5
284850,5
284852,5
284854,5
284855,5
284857,5
284858,5
284859,5
284861,5
284862,5
284864,5
284866,5
284869,5
284891,5
284894,5
284895,5
284903,5
284904,5
284907,5
284921,5
284930,0
284933,5
284935,5
284937,5
284938,4
284939,4
284940,4
284941,5
284943,3
284944,5
284945,5
284946,5
284948,5
284949,5
284952,5
284954,5
284960,5
284964,5
284966,5
284970,5
284971,0
284972,0
284973,5
284975,5
284976,5
284977,5
284978,5
284979,5
284980,5
284981,0
284982,4
284983,7
284984,7
284985,7
284989,5
284990,5
284991,5
284993,5
284994,0
284995,5
284996,2
284997,2
284999,5
285000,5
285001,5
285002,5
285003,7
285004,5
285005,0
285008,5
285012,2
285013,5
285014,5
285015,5
285016,4
285017,0
285018,5
285019,5
285020,5
285021,5
285022,5
285023,5
285024,5
285025,4
285026,5
285027,2
285030,5
285031,5
285033,7
285034,5
285035,5
285036,5
285038,5
285039,5
285040,5
285041,5
285043,1
285044,1
285045,1
285046,5
285047,0
285048,6
285049,6
285050,2
285051,2
285052,2
285053,5
285182,5
285183,5
285192,5
285193,5
285194,5
285202,5
285203,5
285204,5
285205,5
285208,5
285209,5
285212,5
285213,5
285215,5
285217,5
285220,0
285221,2
285222,5
285223,5
285224,0
285225,0
285226,0
285229,0
285231,5
285232,0
285233,2
285235,5
285236,5
285237,5
285238,5
285239,5
285240,5
285241,0
285242,5
285243,5
285244,5
285245,5
285246,5
285247,5
285248,5
285250,5
285252,5
285253,5
285255,5
285256,5
285258,5
285259,5
285260,5
285261,5
285262,5
285263,5
285264,5
285265,5
285266,5
285268,5
285269,5
285271,0
285273,5
285274,5
285275,5
285276,5
285277,5
285279,5
285280,0
285281,0
285282,5
285283,5
285285,5
285286,5
285287,5
285291,5
285292,5
285293,5
285294,5
285295,5
285296,0
285297,5
285298,5
285299,0
285300,5
285301,5
285303,7
285304,5
285305,5
285306,5
285307,5
285309,5
285311,5
285312,5
285313,5
285315,5
285318,5
285320,5
285322,5
285323,5
285324,5
285326,5
285328,5
285330,5
285331,5
285334,5
285335,5
285337,5
285338,5
285340,5
285342,5
285343,5
285344,1
285347,5
285349,5
285351,5
285352,5
285353,5
285355,5
285356,5
285357,5
285358,5
285359,5
285360,5
285361,5
285362,5
285363,5
285365,5
285366,2
285367,1
285368,3
285369,5
285370,5
285371,5
285372,5
285373,5
285374,6
285375,5
285376,6
285377,6
285378,5
285379,6
285380,5
285381,5
285382,5
285383,5
285384,5
285385,5
285386,5
285388,5
285390,5
285392,5
285393,5
285394,2
285395,5
285396,5
285397,5
285398,5
285399,5
285400,5
285402,7
285405,5
285410,5
285416,5
285417,4
285418,0
285419,6
285420,5
285421,5
285422,5
285423,5
285424,5
285425,5
285426,5
285427,5
285429,5
285430,7
285431,7
285436,0
285437,0
285438,5
285440,5
285441,2
285443,5
285444,5
285446,2
285449,5
285450,0
285451,5
285452,5
285453,5
285454,5
285455,5
285457,0
285458,5
285459,5
285460,5
285461,6
285462,5
285463,5
285464,0
285465,6
285466,6
285467,5
285468,5
285469,5
285470,5
285471,5
285472,5
285473,5
285474,5
285475,5
285476,5
285477,5
285478,5
285479,5
285480,5
285482,5
285483,5
285485,7
285489,5
285490,5
285491,6
285492,5
285493,5
285494,5
285496,5
285497,5
285498,2
285499,5
285501,5
285502,6
285504,5
285505,5
285512,5
285515,5
285516,5
285517,5
285520,4
285521,5
285522,5
285523,5
285524,5
285525,5
285526,1
285527,5
285528,7
285529,6
285530,6
285531,5
285532,0
285533,5
285534,4
285535,5
285536,4
285538,2
285539,1
285540,4
285542,2
285544,7
285545,7
285548,4
285549,7
285551,7
285552,4
285553,6
285554,6
285555,6
285557,6
285558,6
285559,0
285560,5
285561,5
285562,5
285563,5
285564,5
285565,6
285566,6
285567,6
285568,5
285574,5
285575,5
285576,0
285578,5
285579,5
285580,5
285581,5
285582,5
285583,5
285584,0
285585,4
285586,1
285594,1
285595,1
285596,3
285597,3
285598,3
285599,5
285600,5
285602,5
285603,1
285604,5
285605,5
285606,7
285607,5
285608,1
285609,5
285617,4
285618,6
285619,6
285620,6
285624,6
285625,6
285626,5
285627,4
285628,0
285629,1
285630,1
285631,1
285632,6
285633,6
285634,5
285635,5
285636,5
285637,0
285638,5
285639,7
285640,7
285642,5
285643,5
285644,0
285645,0
285646,5
285647,1
285648,5
285650,5
285653,6
285654,5
285655,1
285656,1
285657,7
285658,4
285659,6
285660,5
285661,5
285662,5
285663,5
285664,5
285665,3
285666,2
285667,2
285668,2
285670,5
285676,5
285678,0
285680,5
285681,5
285683,5
285684,5
285685,0
285686,0
285687,5
285688,5
285689,5
285690,5
285691,5
285692,5
285693,5
285694,5
285695,5
285697,5
285699,5
285701,5
285703,5
285706,5
285707,5
285708,5
285709,5
285710,5
285711,5
285712,5
285713,5
285714,7
285715,5
285716,5
285717,5
285718,5
285719,5
285720,5
285721,5
285722,5
285726,5
285727,5
285733,5
285734,5
285735,5
285736,5
285737,5
285738,5
285739,5
285741,5
285742,5
285743,2
285745,0
285746,5
285747,0
285748,4
285749,4
285750,4
285751,4
285752,4
285753,5
285754,5
285755,0
285756,5
285757,0
285758,4
285759,4
285760,4
285761,5
285762,5
285763,5
285765,5
285815,5
285816,5
285817,5
285818,5
285819,5
285820,5
285821,5
285822,1
285851,5
285852,5
285853,5
285854,5
285855,5
285856,5
285857,5
285858,5
285859,5
285860,5
285861,5
285862,5
285863,5
285864,5
285877,5
285978,0
285979,0
285980,0
285981,5
285982,5
285983,5
285984,7
285985,0
285986,2
285987,1
285988,5
285989,5
285990,5
285991,5
285992,5
285993,5
285994,5
285996,5
285997,5
285998,5
286000,5
286001,5
286003,7
286004,5
286005,5
286006,5
286007,5
286008,0
286009,5
286010,5
286011,5
286012,7
286013,7
286014,5
286015,4
286016,5
286017,5
286018,5
286019,2
286020,4
286021,4
286022,5
286023,4
286024,5
286025,5
286026,5
286027,5
286028,6
286029,2
286030,5
286031,5
286032,4
286033,1
286034,5
286035,5
286036,5
286037,5
286038,5
286040,0
286041,5
286042,5
286044,1
286048,0
286050,0
286054,5
286055,3
286056,5
286057,2
286058,0
286060,1
286061,3
286062,3
286063,1
286065,5
286069,5
286071,5
286073,5
286077,5
286078,5
