ingredient,label,n_co,odds_ratio,pmi
fenugreek,Energy,3,0.40468213058419245,-1.0898456845288156
cascara sagrada,Energy,2,0.40179814879728665,-1.0898456845288151
holy basil,Energy,1,0.3960652523979556,-1.0898456845288156
pumpkin seed oil,Energy,3,0.39587068579112505,-1.1195930279228674
"garlic, powder",Energy,4,0.3923545718682466,-1.1371513993071722
valerian,Energy,3,0.387434196095635,-1.1487393735823836
gaba,Energy,3,0.3715942562592047,-1.2053229019487512
amla fruit extract,Energy,1,0.36435426731078907,-1.2053229019487512
hibiscus flower extract,Energy,1,0.36435426731078907,-1.2053229019487512
arabinogalactan,Energy,2,0.3414559510388146,-1.3122381058652635
pau d arco,Energy,1,0.33734120594023975,-1.3122381058652632
optimsm,Energy,3,0.3309864104967198,-1.3628641789352314
passionflower aerial parts extract,Energy,1,0.3252818035426731,-1.3628641789352314
wild yam root extract,Energy,1,0.3252818035426731,-1.3628641789352314
d-mannose,Energy,3,0.32506443298969073,-1.3875262331695004
melatonin,Energy,37,0.3123667156424684,-1.446780229244091
cat s claw bark extract,Energy,1,0.3035748792270531,-1.4590794941945344
horsetail,Energy,1,0.3035748792270531,-1.4590794941945344
proprietary enzyme blend,Energy,5,0.303126007089913,-1.4897762914174508
cannabidiol,Energy,3,0.29836699340882206,-1.504883183807659
policosanol,Energy,2,0.296855196173857,-1.5048831838076593
elderberry fruit extract,Energy,5,0.29651529375499164,-1.5198335252736306
tart cherry fruit extract,Energy,1,0.29377175211677314,-1.504883183807659
all herbal ingredients,Energy,1,0.2845813204508857,-1.5492773031661127
ceylon cinnamon,Energy,1,0.2845813204508857,-1.5492773031661127
calcium d-glucarate,Energy,2,0.2844660976002577,-1.5637768728612274
"collagen, hydrolyzed",Energy,2,0.278650806433058,-1.5923460250579984
glycerpump,Energy,1,0.2759478846435368,-1.5923460250579988
luteolin,Energy,1,0.2759478846435368,-1.5923460250579988
proprietary extract blend,Energy,37,0.27577281490497263,-1.6123067667888862
apigenin,Energy,1,0.2678222980013261,-1.6341662007526254
grapefruit seed extract,Energy,1,0.2678222980013261,-1.6341662007526254
nettle,Energy,1,0.2678222980013261,-1.6341662007526254
garlic,Energy,4,0.26746841801002663,-1.6586885198866945
black elderberry fruit extract,Energy,1,0.2601610305958132,-1.6748081852499714
slippery elm,Energy,2,0.25758409126131576,-1.7012803966111627
methylsulfonylmethane,Energy,14,0.2532520550386682,-1.7375439405979343
biocell collagen,Energy,1,0.2529253891572732,-1.7143365494366092
echinacea,Energy,1,0.2529253891572732,-1.7143365494366092
lemon balm,Energy,1,0.2529253891572732,-1.7143365494366092
passionflower,Energy,1,0.24608086347216782,-1.7528106972512445
pycnogenol,Energy,1,0.24608086347216782,-1.7528106972512445
garlic bulb extract,Energy,1,0.2022758990874933,-2.0284451398646723
glucosamine hydrochloride,Energy,4,0.19748390666918836,-2.0777728522282404
valerian root extract,Energy,3,0.18935244845360824,-2.134239803887269
krill oil,Energy,1,0.18573729008511616,-2.1487393735823836
black elderberry extract,Energy,1,0.17844084493700862,-2.2053229019487515
pygeum bark extract,Energy,0,0.17513592509567394,-2.2053229019487515
chamomile,Energy,1,0.17169507489441863,-2.2597706859711275
celery seed extract,Energy,0,0.162614715826759,-2.312238105865263
goldenseal,Energy,0,0.162614715826759,-2.312238105865263
pectin,Energy,0,0.1570017599475902,-2.362864178935231
fennel,Energy,1,0.15420180681787166,-2.4117737794161775
barberry,Energy,0,0.14686222674651114,-2.4590794941945346
hemp aerial parts extract,Energy,0,0.14686222674651114,-2.4590794941945346
lemon balm aerial parts extract,Energy,0,0.1422677507647722,-2.5048831838076593
phospholipids,Energy,0,0.1422677507647722,-2.5048831838076593
evening primrose oil,Energy,0,0.13795172787283558,-2.5492773031661127
"whey protein isolate, microfiltered, ultrafiltered",Energy,0,0.13795172787283558,-2.5492773031661127
proprietary probiotic blend,Energy,3,0.13649620184481823,-2.592346025057999
black walnut,Energy,0,0.13388958868042466,-2.592346025057999
total cannabinoids,Energy,0,0.11977899990678677,-2.7528106972512445
lobelia,Energy,0,0.11670361517407082,-2.7902854026699075
fructooligosaccharides,Energy,1,0.1108597462786222,-2.879922615154584
"l-glutathione, reduced",Energy,0,0.10835614232812751,-2.8972006065864195
glucosamine sulfate,Energy,2,0.10806893219520051,-2.9199206830865028
glucosamine sulfate potassium chloride,Energy,0,0.10583248774679582,-2.9311479385097567
elderberry,Energy,0,0.10342354473734283,-2.9643148024449566
black cohosh,Energy,0,0.09099339880856545,-3.1487393735823836
chondroitin sulfate,Energy,2,0.0883321864156137,-3.2053229019487515
pepsin,Energy,0,0.0842412207731802,-3.2597706859711275
orchard fruits garden veggies powder blend,General Wellness,36,55.906456874220474,3.321451577968075
"blueberry, powder",General Wellness,11,20.97835497835498,3.0357626265120397
lemon bioflavonoid complex,General Wellness,24,18.80733397037745,2.9341916433723623
bioflavonoid complex,General Wellness,17,12.608608608608609,2.7081879684835353
lycopene,General Wellness,207,12.410044407697335,2.616650865725939
molybdenum,General Wellness,540,12.330198361686493,2.5289595121511312
vitamin k,General Wellness,375,11.54704275609448,2.5248957433033943
iodine,General Wellness,722,11.529722494368139,2.427859982014432
"pumpkin, powder",General Wellness,11,11.440922713649986,2.663793849125082
vanadium,General Wellness,170,11.28291518229364,2.559510700745262
floraglo,General Wellness,38,10.30859375,2.538262967041223
nickel,General Wellness,14,9.8403125,2.538262967041223
all herbal ingredients,General Wellness,15,9.33259234559668,2.4938688476827693
bifidobacterium bifidum,General Wellness,15,9.33259234559668,2.4938688476827693
vitamin a,General Wellness,972,9.227405480386986,2.1659235550880935
lutein,General Wellness,220,9.150474561891885,2.389527587430084
selenium,General Wellness,766,8.917429139807687,2.209204878248435
biotin,General Wellness,896,8.67796687136955,2.141433892563327
vitamin e,General Wellness,990,8.552356771497019,2.0943994330458526
manganese,General Wellness,681,8.462213504699477,2.1928349569052257
pantothenic acid,General Wellness,855,8.338553526140371,2.121751503496938
inositol,General Wellness,352,8.091380141625798,2.253594490722943
copper,General Wellness,609,7.942129111359881,2.1615717794118616
thiamine,General Wellness,702,7.890623103767749,2.126050002872974
riboflavin,General Wellness,719,7.807820580985065,2.1112528260963033
leucine,General Wellness,13,7.730826566583069,2.345617889098827
para-aminobenzoic acid,General Wellness,112,7.6283274465885595,2.2709790882060714
bioflavonoids,General Wellness,20,7.612880934282358,2.315870545704775
folate,General Wellness,860,7.441638597598837,2.0201753100352278
silicon,General Wellness,47,7.370583666710629,2.265244472634807
digestive enzyme blend,General Wellness,31,7.336413590053783,2.2714764263463216
l-cysteine hydrochloride,General Wellness,10,7.20662033954727,2.297254867537428
octacosanol,General Wellness,11,6.99012099012099,2.265244472634807
yohimbe bark extract,General Wellness,11,6.99012099012099,2.265244472634807
choline,General Wellness,388,6.987895102142536,2.1167497497489065
boron,General Wellness,299,6.782998741863136,2.1160299663581754
vitamin b7,General Wellness,6,6.662778046421663,2.2581550478484878
chromium,General Wellness,641,6.653482876511855,1.9943277345801216
glutamic acid,General Wellness,14,6.558541666666667,2.197226049206156
raw organic fruit vegetable blend,General Wellness,12,6.492370165921132,2.1943085658238615
zeaxanthin,General Wellness,93,6.344264801190254,2.115571895218944
niacin,General Wellness,815,6.134656745629559,1.8597491274662876
methionine,General Wellness,13,6.119265800288793,2.136164523469877
"pomegranate juice, powder",General Wellness,15,5.997618253703616,2.111998212339125
zinc,General Wellness,1031,5.780862155376814,1.7225445720489923
serrapeptase,General Wellness,13,5.648194191679696,2.0602156702365786
sunflower lecithin,General Wellness,13,5.648194191679696,2.0602156702365786
vitamin b12,General Wellness,994,5.439593930723348,1.6790325606977008
maltase,General Wellness,13,5.438829032297876,2.0236897942114647
sugar,General Wellness,19,5.252921535893155,1.9775480125667442
vitamin b2,General Wellness,119,5.245621027459042,1.929453724365699
fiber blend,General Wellness,11,5.2415917415917415,1.9939424508174126
paba,General Wellness,18,5.116685495190168,1.9533004663200666
rutin,General Wellness,83,5.101493440029776,1.9137721021334295
thiamin,General Wellness,22,5.037816120766489,1.9325419061532694
"flaxseed, powder",General Wellness,11,5.031768231768232,1.953300466320067
metafolin,General Wellness,9,4.989145075667539,1.9533004663200668
vitamin d2,General Wellness,9,4.989145075667539,1.9533004663200668
vitamin b6,General Wellness,998,4.984230055658627,1.5930857205370264
amylase,General Wellness,47,4.932235169387535,1.8944067772664985
vitamin d3,General Wellness,544,4.924806036614054,1.7403932536470579
hesperidin complex,General Wellness,11,4.8380849919311455,1.9137721021334295
vitamin b1,General Wellness,115,4.808581208374241,1.845497176785552
collagen peptides,General Wellness,29,4.78742195827623,1.8752979543187938
total omega-3 fatty acids,General Wellness,42,4.783700502939718,1.8664956387827938
spirulina,General Wellness,37,4.774693283426908,1.867327243210214
amino acid blend,General Wellness,11,4.658748658748658,1.8752979543187938
chlorella,General Wellness,22,4.649700483340189,1.852371557469286
"beet root juice, powder",General Wellness,18,4.640124817586239,1.8554531429219223
policosanol,General Wellness,14,4.6280882352941175,1.8601910619285853
bovine collagen peptides,General Wellness,13,4.58828307230923,1.8537647927691525
hesperidin,General Wellness,29,4.578836210035686,1.8304437185345332
vitamin c,General Wellness,1167,4.577621065937526,1.442974337419748
aloe vera,General Wellness,9,4.555017000651088,1.8601910619285853
silica,General Wellness,50,4.538172353961827,1.8098088727305344
hemicellulase,General Wellness,17,4.499213499213499,1.825544919121694
alpha-galactosidase,General Wellness,14,4.4957142857142856,1.8304437185345332
quatrefolic,General Wellness,8,4.488736812090106,1.850206973355963
phytosterols,General Wellness,5,4.485258510183734,1.8752979543187938
omega-3 fatty acids,General Wellness,21,4.446053612274795,1.807870026798503
piperine,General Wellness,10,4.433434907303083,1.827769584236208
astragalus root extract,General Wellness,29,4.387632607481854,1.7869420798979467
antioxidant blend,General Wellness,9,4.3650859678313925,1.8157969425701317
citrus bioflavonoid complex,General Wellness,56,4.317118226600985,1.7564431370907567
vitamin k1,General Wellness,34,4.290873263617918,1.760655388377671
pectinase,General Wellness,15,4.19673224408136,1.7569032535165632
cayenne,General Wellness,11,4.192474192474193,1.7656734631442959
"pomegranate fruit juice, powder",General Wellness,9,4.190349417637271,1.772728220678246
citrus bioflavonoids,General Wellness,27,4.150153010463181,1.730908044983619
lecithin,General Wellness,20,4.085151785051584,1.7211270241910335
"broccoli, powder",General Wellness,6,4.070792700945627,1.760655388377671
lipase,General Wellness,47,3.9971019800482472,1.6802819719136508
vitamin d,General Wellness,562,3.98344641104548,1.5210688698561554
folic acid,General Wellness,71,3.928173763036148,1.6529055329823457
mullein,General Wellness,8,3.927270459081836,1.7081879684835353
mixed tocopherols,General Wellness,25,3.9062753907183483,1.6688470768513672
apple pectin,General Wellness,12,3.8936899210050444,1.684113833504678
saturated fat,General Wellness,9,3.879706661736612,1.6902660604862731
xylanase,General Wellness,15,3.814726120828155,1.6556199176793818
docosahexaenoic acid,General Wellness,26,3.7867469879518074,1.6349389864528967
enzyme blend,General Wellness,26,3.7867469879518074,1.6349389864528967
raw probiotic enzyme blend,General Wellness,12,3.7854115774668737,1.6537401844611588
phosphatidylcholine,General Wellness,9,3.741026859995246,1.6507376962996354
protease,General Wellness,39,3.670003653635367,1.5934045212336838
"chlorella, powder",General Wellness,7,3.6415899133904945,1.6313723714327044
alpha-lipoic acid,General Wellness,87,3.641233847922179,1.5672420340129887
invertase,General Wellness,16,3.640195504485984,1.6033579952631083
silymarin,General Wellness,8,3.6249424228466145,1.620725127233196
cellulase,General Wellness,32,3.6206719483568075,1.5826570863996763
vitamin k2,General Wellness,134,3.5816185503685505,1.5355937802652389
"apple cider vinegar, powder",General Wellness,23,3.5030647498049703,1.5533698594314314
betaine,General Wellness,17,3.49805360916472,1.5584408489788533
glucoamylase,General Wellness,16,3.497220369134979,1.5596366178337902
betaine hydrochloride,General Wellness,45,3.4219754363161115,1.5149304632105993
vitamin b5,General Wellness,45,3.4219754363161115,1.5149304632105993
l-proline,General Wellness,11,3.3985473985473984,1.5382629670412231
aquamin,General Wellness,7,3.350049883604922,1.538262967041223
coenzyme q-10,General Wellness,113,3.343341188171405,1.4672711354697843
magnesium,General Wellness,780,3.2926177272361246,1.2541401743226388
"coconut water, powder",General Wellness,9,3.2729825291181363,1.5026390573105017
elderberry fruit extract,General Wellness,22,3.221434937611408,1.4619120809111084
astaxanthin,General Wellness,32,3.187528842781459,1.443105734000883
"collagen, hydrolyzed",General Wellness,11,3.1433566433566433,1.4508001257908836
resveratrol,General Wellness,26,3.0520792848814615,1.3983327058967479
alpha lipoic acid,General Wellness,47,3.0358373243401973,1.3817584813612325
calcium,General Wellness,887,3.0033179206230134,1.1244444750515405
iron,General Wellness,449,2.9920072387271905,1.2526963478550677
blend,General Wellness,8,2.9447043413173652,1.3862598735961729
trans-resveratrol,General Wellness,30,2.9382351520421226,1.3529079250293048
sugars,General Wellness,6,2.8175250613747953,1.3456178890988268
eleuthero,General Wellness,10,2.8101068494040464,1.3252692437070248
lactobacillus acidophilus,General Wellness,26,2.8096146964093998,1.3044657824325256
eleuthero root extract,General Wellness,14,2.8079464285714284,1.315870545704775
dong quai root extract,General Wellness,7,2.7912648265159072,1.3288096014122734
lactase,General Wellness,21,2.7827340098784714,1.297254867537428
papain,General Wellness,36,2.763690229531934,1.2801107825871754
schisandra fruit extract,General Wellness,4,2.7527539779681764,1.3366291058715722
psyllium,General Wellness,9,2.6849268313494603,1.2752285612074292
probiotic blend,General Wellness,45,2.651832137920626,1.228934908933494
garlic,General Wellness,17,2.622038705372039,1.2324545375171376
niacinamide,General Wellness,9,2.617720465890183,1.2454812178133772
reishi mushroom extract,General Wellness,8,2.6171823020625418,1.248756349846238
proprietary blend extract,General Wellness,2,2.613960823373174,1.3158705457047752
vitamin b3,General Wellness,54,2.5266230904817863,1.1698755610612006
total calories,General Wellness,6,2.5258162142333087,1.2163348721538605
"spirulina, powder",General Wellness,8,2.479278285534195,1.1846260124265224
"ashwagandha, powder",General Wellness,11,2.4645158762805823,1.169029157375504
ginger root extract,General Wellness,31,2.4561958152156627,1.1459455442624626
apple cider vinegar,General Wellness,19,2.4396474744729586,1.1459455442624626
"glutathione, reduced",General Wellness,5,2.4142188818160903,1.169029157375504
horsetail,General Wellness,5,2.4142188818160903,1.169029157375504
optimsm,General Wellness,10,2.3997655903240123,1.1397135905509481
bilberry,General Wellness,4,2.3771519178495923,1.1597513437874931
chasteberry fruit extract,General Wellness,4,2.3771519178495923,1.1597513437874931
"cranberry, powder",General Wellness,4,2.3771519178495923,1.1597513437874931
phosphorus,General Wellness,156,2.372388423725337,1.0696713491184497
vitamin b9,General Wellness,6,2.3627101921757037,1.1361645234698772
black pepper fruit extract,General Wellness,19,2.357187072086436,1.1053035597651168
coenzyme q10,General Wellness,18,2.344223670776722,1.0996899533015898
bilberry extract,General Wellness,5,2.324729515158229,1.1232254677623792
tart cherry fruit extract,General Wellness,5,2.324729515158229,1.1232254677623792
benfotiamine,General Wellness,9,2.275844606814729,1.0788313484039254
myo-inositol,General Wellness,8,2.242871400057029,1.0643317787088107
epicor,General Wellness,5,2.2416322461187863,1.0788313484039258
potassium,General Wellness,505,2.2355099700151184,0.9176301967493413
grape seed extract,General Wellness,58,2.2338794554299377,1.024301235221206
"garlic, powder",General Wellness,10,2.214886561507733,1.0434982752916453
soy lecithin,General Wellness,8,2.190641971870213,1.0357626265120397
ubiquinol,General Wellness,5,2.164265823219995,1.0357626265120397
